Station,Price,Date,Fuel,ScrapeDate,Source
St1GöteborgHisings Kärra: Transportgatan 60,15.47,2025-12-01,Diesel,2025-12-02,bensinpriser.nu
St1KristianstadLångebrogatan 76,12.19,2025-12-01,Etanol,2025-12-02,bensinpriser.nu
St1KungälvLilla Kongahällavägen 2,12.87,2025-12-01,Etanol,2025-12-02,bensinpriser.nu
St1GöteborgOlofstorp / Gråbovägen,12.87,2025-12-01,Etanol,2025-12-02,bensinpriser.nu
IngoLandskronaFöretagsvägen 2,14.38,2025-12-02,95 (E10),2025-12-03,bensinpriser.nu
St1GullspångHova: Mariestadsvägen 36,14.59,2025-12-02,95 (E10),2025-12-03,bensinpriser.nu
St1KarlskronaFågelmara / Riksvägen,14.69,2025-12-02,95 (E10),2025-12-03,bensinpriser.nu
GulfKristianstadSkolgatan 2 Önnestad,14.79,2025-12-02,95 (E10),2025-12-03,bensinpriser.nu
St1ÅmålVänersborgsvägen 15,14.79,2025-12-02,95 (E10),2025-12-03,bensinpriser.nu
ShellSollentunaRudbecksvägen 141,16.09,2025-12-02,98,2025-12-03,bensinpriser.nu
IngoStockholmEsbogatan / Hanstavägen /Tammerforsgatan,16.19,2025-12-01,98,2025-12-03,bensinpriser.nu
Börjes TankcenterUppvidingeJärnvägsgatan 47 Åseda,16.19,2025-12-02,98,2025-12-03,bensinpriser.nu
St1KristianstadLångebrogatan 76,15.69,2025-12-02,Diesel,2025-12-03,bensinpriser.nu
IngoLandskronaFöretagsvägen 2,15.9,2025-12-02,Diesel,2025-12-03,bensinpriser.nu
Börjes TankcenterVetlandaHällingevägen 4,15.99,2025-12-02,Diesel,2025-12-03,bensinpriser.nu
Börjes TankcenterVetlandaKorsberga: Norra Tallvägen,15.99,2025-12-02,Diesel,2025-12-03,bensinpriser.nu
Börjes TankcenterUppvidingeLenhovda: Kalmarvägen,15.99,2025-12-02,Diesel,2025-12-03,bensinpriser.nu
Börjes TankcenterUppvidingeJärnvägsgatan 47 Åseda,15.99,2025-12-02,Diesel,2025-12-03,bensinpriser.nu
St1KristianstadLångebrogatan 76,12.29,2025-12-02,Etanol,2025-12-03,bensinpriser.nu
St1GullspångHova: Mariestadsvägen 36,12.49,2025-12-02,Etanol,2025-12-03,bensinpriser.nu
St1VårgårdaWallentinsvägen 30,12.59,2025-12-02,Etanol,2025-12-03,bensinpriser.nu
Paroy EnergiMariestadLyrestad: Lyrestadsvägen 1B,14.84,2025-12-03,95 (E10),2025-12-04,bensinpriser.nu
St1GullspångHova: Mariestadsvägen 36,14.84,2025-12-03,95 (E10),2025-12-04,bensinpriser.nu
PreemGöteborgAskim: Västra stationsvägen 2a,14.85,2025-12-03,95 (E10),2025-12-04,bensinpriser.nu
din-XEslövHasslebro,14.89,2025-12-03,95 (E10),2025-12-04,bensinpriser.nu
St1KarlshamnGustavstorpsvägen 691 / Mörrum,14.89,2025-12-03,95 (E10),2025-12-04,bensinpriser.nu
St1KarlskronaFågelmara / Riksvägen,14.89,2025-12-03,95 (E10),2025-12-04,bensinpriser.nu
Börjes TankcenterUppvidingeJärnvägsgatan 47 Åseda,16.04,2025-12-03,98,2025-12-04,bensinpriser.nu
IngoDanderydEnebybergsv. 14,16.09,2025-12-03,98,2025-12-04,bensinpriser.nu
St1TäbyEnhagsvägen 2 / Roslags Näsby,16.09,2025-12-03,98,2025-12-04,bensinpriser.nu
St1KristianstadLångebrogatan 76,15.89,2025-12-03,Diesel,2025-12-04,bensinpriser.nu
Börjes TankcenterVäxjöMinkvägen 3 / Bävervägen,16.19,2025-12-03,Diesel,2025-12-04,bensinpriser.nu
Börjes TankcenterNybroOrrefors: Frösekevägen,16.19,2025-12-03,Diesel,2025-12-04,bensinpriser.nu
Börjes TankcenterNybroAlsterbro: Alstervägen 35,16.19,2025-12-03,Diesel,2025-12-04,bensinpriser.nu
Börjes TankcenterVetlandaHällingevägen 4,16.19,2025-12-03,Diesel,2025-12-04,bensinpriser.nu
Börjes TankcenterVetlandaKorsberga: Norra Tallvägen,16.19,2025-12-03,Diesel,2025-12-04,bensinpriser.nu
St1GullspångHova: Mariestadsvägen 36,12.04,2025-12-03,Etanol,2025-12-04,bensinpriser.nu
St1KristianstadLångebrogatan 76,12.09,2025-12-03,Etanol,2025-12-04,bensinpriser.nu
St1VärmdöAfrodites Väg 1 / Gustavsberg,12.09,2025-12-03,Etanol,2025-12-04,bensinpriser.nu
QstarÖdeshögHamngatan 2,14.59,2025-12-04,95 (E10),2025-12-05,bensinpriser.nu
St1LandskronaMalmövägen 29,14.64,2025-12-04,95 (E10),2025-12-05,bensinpriser.nu
St1LandskronaRingvägen / Vid Lidl,14.64,2025-12-04,95 (E10),2025-12-05,bensinpriser.nu
St1NorrköpingBergslagsvägen 18 / Skärblacka,14.69,2025-12-04,95 (E10),2025-12-05,bensinpriser.nu
St1KlippanLisåkravägen / E4,14.69,2025-12-04,95 (E10),2025-12-05,bensinpriser.nu
St1SvalövRönnebergsvägen 1,14.69,2025-12-04,95 (E10),2025-12-05,bensinpriser.nu
OljeorderMoraVåmhusvägen 40 Våmhus,16.69,2025-12-02,98,2025-12-05,bensinpriser.nu
ÖvrigaÄlmhultForsells / Värmevägen 3,14.99,2025-12-04,Diesel,2025-12-05,bensinpriser.nu
OKQ8ÄlmhultSödra Ringvägen 10,15.04,2025-12-04,Diesel,2025-12-05,bensinpriser.nu
St1KristianstadLångebrogatan 76,15.69,2025-12-04,Diesel,2025-12-05,bensinpriser.nu
QstarÖdeshögHamngatan 2,15.76,2025-12-04,Diesel,2025-12-05,bensinpriser.nu
St1NackaSaltsjöbaden: Repvägen 2,15.89,2025-12-04,Diesel,2025-12-05,bensinpriser.nu
St1GullspångHova: Mariestadsvägen 36,15.89,2025-12-04,Diesel,2025-12-05,bensinpriser.nu
St1LandskronaRingvägen / Vid Lidl,12.34,2025-12-04,Etanol,2025-12-05,bensinpriser.nu
St1LandskronaMalmövägen 29,12.34,2025-12-04,Etanol,2025-12-05,bensinpriser.nu
St1GullspångHova: Mariestadsvägen 36,12.34,2025-12-04,Etanol,2025-12-05,bensinpriser.nu
St1LandskronaMalmövägen 29,14.34,2025-12-05,95 (E10),2025-12-06,bensinpriser.nu
St1UppsalaHögsta / Väg 600,14.34,2025-12-05,95 (E10),2025-12-06,bensinpriser.nu
IngoUppsalaKungsgatan 72,14.34,2025-12-05,95 (E10),2025-12-06,bensinpriser.nu
St1NorrköpingBergslagsvägen 18 / Skärblacka,14.39,2025-12-05,95 (E10),2025-12-06,bensinpriser.nu
St1KlippanLisåkravägen / E4,14.39,2025-12-05,95 (E10),2025-12-06,bensinpriser.nu
St1SvalövRönnebergsvägen 1,14.39,2025-12-05,95 (E10),2025-12-06,bensinpriser.nu
IngoÄngelholmHeimdallgatan 42a,15.78,2025-12-05,98,2025-12-06,bensinpriser.nu
BlikstorpsSkövdeVärsås: Djursätravägen 24,15.83,2025-12-05,98,2025-12-06,bensinpriser.nu
St1KristianstadLångebrogatan 76,15.49,2025-12-05,Diesel,2025-12-06,bensinpriser.nu
St1ÄlmhultDanska vägen 120,15.59,2025-12-05,Diesel,2025-12-06,bensinpriser.nu
St1LandskronaMalmövägen 29,15.59,2025-12-05,Diesel,2025-12-06,bensinpriser.nu
St1SvalövRönnebergsvägen 1,15.64,2025-12-05,Diesel,2025-12-06,bensinpriser.nu
St1PajalaKengisgatan 1,15.69,2025-12-05,Diesel,2025-12-06,bensinpriser.nu
St1KlippanLisåkravägen / E4,15.69,2025-12-05,Diesel,2025-12-06,bensinpriser.nu
St1TibroVärsåsvägen 46,12.14,2025-12-05,Etanol,2025-12-06,bensinpriser.nu
St1LandskronaMalmövägen 29,12.24,2025-12-05,Etanol,2025-12-06,bensinpriser.nu
St1GullspångHova: Mariestadsvägen 36,12.24,2025-12-05,Etanol,2025-12-06,bensinpriser.nu
